# Wavelength, R, G, B, G2, R_err, G_err, B_err, G2_err
5.860000000000000000e+02,6.265275277215551775e-01,5.422666858070923634e-01,3.626481034631840600e-02,5.429973746798218981e-01,8.661705275702950499e-03,1.058042476572990803e-02,1.998200747051175150e-03,1.054203608084576527e-02
5.880000000000000000e+02,6.795328334488588418e-01,5.154523341454294583e-01,3.582186883690916673e-02,5.161017493872616102e-01,8.855408380724844389e-03,1.052676799213102081e-02,1.962975325254390311e-03,1.072775597298761090e-02
5.900000000000000000e+02,7.067033738567212175e-01,4.879188722202645878e-01,3.525233756669242380e-02,4.887088099921615414e-01,9.203092207290387503e-03,1.046530883302973503e-02,1.954761764556250080e-03,1.060838642370280638e-02
5.920000000000000000e+02,7.167644505383861109e-01,4.605581075806284286e-01,3.438485625789604316e-02,4.614754130333850735e-01,9.266622040411892983e-03,1.055343145348933663e-02,1.929048977428097274e-03,1.058095299132403785e-02
5.940000000000000000e+02,7.218765017581082466e-01,4.307446272932045073e-01,3.306852421161791955e-02,4.314805718817504299e-01,9.412833617026640509e-03,1.037385141225079417e-02,1.930846549605306096e-03,1.044293959199412564e-02
5.960000000000000000e+02,7.261691658236320013e-01,3.992931861029025420e-01,3.157900265970953885e-02,3.996915230444907374e-01,9.359712364825805916e-03,1.035231171288807789e-02,1.867400335704272720e-03,1.032628935440173430e-02
5.980000000000000000e+02,7.231968222882504405e-01,3.678712956956594060e-01,3.023844723789917768e-02,3.678527096503207416e-01,9.305408850110091085e-03,1.021581345856035702e-02,1.881459060795815687e-03,1.025448058546587875e-02
6.000000000000000000e+02,7.093407015119364001e-01,3.375137488504736383e-01,2.906442138314143178e-02,3.374471669008157204e-01,6.480595055956821227e-03,7.040005539590893889e-03,1.241135190872041461e-03,7.102756200403426493e-03
6.020000000000000000e+02,6.959815982248984678e-01,3.117194930630499683e-01,2.828340324203770795e-02,3.119317874707755456e-01,6.491447226293137890e-03,6.859919471342250732e-03,1.260355175737587355e-03,6.909630574576303141e-03
6.040000000000000000e+02,6.775544956805448216e-01,2.842368078249266627e-01,2.695485345582041697e-02,2.844521310073582221e-01,6.353814229417575378e-03,6.637757382374920127e-03,1.226702107347014395e-03,6.668235150510445040e-03
6.060000000000000000e+02,6.648909545546708433e-01,2.582274685904656364e-01,2.557638612268820291e-02,2.581426293241370074e-01,6.298877206480551876e-03,6.346272740026961609e-03,1.207859160523641400e-03,6.432364344645113974e-03
6.080000000000000000e+02,6.527827517973664451e-01,2.330506154495723403e-01,2.418858824295020554e-02,2.325937713357081882e-01,6.263949857090450254e-03,6.080805478259813587e-03,1.172548433968477726e-03,6.107944040527796097e-03
6.100000000000000000e+02,6.330395926995077138e-01,2.089286471754411845e-01,2.295415802778203937e-02,2.080906297507728875e-01,6.103241590067672376e-03,5.834599252504017904e-03,1.166495967395680738e-03,5.881592890047664633e-03
6.120000000000000000e+02,6.053503416601473397e-01,1.864527777803663133e-01,2.188320509511803430e-02,1.855158447483435946e-01,5.978622096962091410e-03,5.443604246459485957e-03,1.145300386954562280e-03,5.535273138958073623e-03
6.140000000000000000e+02,5.739398971160807328e-01,1.662680264372341232e-01,2.079098634400112708e-02,1.654391875873264250e-01,5.884412914727198823e-03,5.156482006375564565e-03,1.127681268831170602e-03,5.173241382962518765e-03
6.160000000000000000e+02,5.624780280069419103e-01,1.535498682615523414e-01,2.050697760462324298e-02,1.527480072783008180e-01,5.793906407021982667e-03,4.934068154061837727e-03,1.128415853135073237e-03,4.972753847375591466e-03
6.180000000000000000e+02,5.437322506407110678e-01,1.362990381637176340e-01,1.971299355953319218e-02,1.352562017921745130e-01,5.674863611535929143e-03,4.614117989546676415e-03,1.118803809585183209e-03,4.629685261874520036e-03
6.200000000000000000e+02,5.475227680814241937e-01,1.374367692102577421e-01,1.993655281715426414e-02,1.364743888877455735e-01,5.774276078328450558e-03,4.617349287457224449e-03,1.141946492691218789e-03,4.679677422075161422e-03
6.220000000000000000e+02,5.298307465832091667e-01,1.228274809285536534e-01,1.938721402972152022e-02,1.214135005289093683e-01,5.655171642604112786e-03,4.355162862662572548e-03,1.142062884934350953e-03,4.379272613988689777e-03
6.240000000000000000e+02,5.075535400450160717e-01,1.128962711130140073e-01,1.896398118608903088e-02,1.113794175197765773e-01,5.540121532768440757e-03,4.148764727304543078e-03,1.145785422581911813e-03,4.145798455836989700e-03
6.260000000000000000e+02,4.856945891787157743e-01,1.043621519883179000e-01,1.880565386185930124e-02,1.028709350133030775e-01,5.421082742492502188e-03,3.922138443939637148e-03,1.147427005627401015e-03,3.953557339181425039e-03
6.280000000000000000e+02,4.659912856330493125e-01,9.718429958239753474e-02,1.882452821556882330e-02,9.575441873718056052e-02,5.310562693069168470e-03,3.740723126604162101e-03,1.173339749056805537e-03,3.794098261726749736e-03
6.300000000000000000e+02,4.485846179388896515e-01,9.138565889267256936e-02,1.880358291565376039e-02,8.971613511238102356e-02,5.189814663162151988e-03,3.578080110930087574e-03,1.190021284493949973e-03,3.606241344120579735e-03
6.320000000000000000e+02,4.367742721497746561e-01,8.712288828373984662e-02,1.890747461644405603e-02,8.544211149569024000e-02,5.212462150012509531e-03,3.448201187020807825e-03,1.203508939076854307e-03,3.495892762295915203e-03
6.340000000000000000e+02,4.255639120336042747e-01,8.327481212887642703e-02,1.902524240849419110e-02,8.150157058919382802e-02,5.177796130783402472e-03,3.319565201934578016e-03,1.223412014982230411e-03,3.367703868865078512e-03
6.360000000000000000e+02,4.125888283404769985e-01,7.933708178733556160e-02,1.918579274403151361e-02,7.730136933319251002e-02,5.125443996692189211e-03,3.253260227533008066e-03,1.239778837975838866e-03,3.286793350668294842e-03
6.380000000000000000e+02,3.971711194194655348e-01,7.501253115474365574e-02,1.938134527056874570e-02,7.278544742575268622e-02,4.961865084265005763e-03,3.119436569388985784e-03,1.253920704386058326e-03,3.162107116289628907e-03
6.400000000000000000e+02,3.784349935106106066e-01,7.041906118894056266e-02,1.948441880261206002e-02,6.800453582313886747e-02,4.811682511599473140e-03,2.967177577404790743e-03,1.251025869366166306e-03,3.010295171835084427e-03
6.420000000000000000e+02,3.550226274988069197e-01,6.517725979211548559e-02,1.932964477549316620e-02,6.271735837432104721e-02,4.589207347472582486e-03,2.821058816026268245e-03,1.241062805699310028e-03,2.837377101451538011e-03
