# Wavelength, R, G, B, G2, R_err, G_err, B_err, G2_err
6.380000000000000000e+02,4.081941271968316798e-01,6.576310932532614117e-02,3.905862840416396420e-02,6.733318379155131539e-02,5.789038680887851999e-03,2.658333664121193506e-03,2.188614215602872112e-03,2.681905993838412227e-03
6.400000000000000000e+02,3.808034468996010502e-01,6.075751887382196958e-02,3.863037964692654647e-02,6.234319421329094502e-02,5.650590426349306160e-03,2.557886203205139881e-03,2.175783963520021725e-03,2.574609458356378732e-03
6.420000000000000000e+02,3.544682088246626783e-01,5.634208275268669935e-02,3.809368247911348870e-02,5.779472374876649249e-02,5.499804892135409448e-03,2.486657508991337983e-03,2.177358375965946641e-03,2.542256975920933592e-03
6.440000000000000000e+02,3.334983223156502419e-01,5.255993981330118331e-02,3.760788510358007569e-02,5.402409207553184045e-02,5.251985860633902499e-03,2.451692207306429075e-03,2.167623192333668122e-03,2.512480100199139879e-03
6.460000000000000000e+02,3.153081126126774936e-01,4.865293555409882370e-02,3.682391001813309361e-02,5.001483991973840193e-02,5.052116738112132771e-03,2.431834994948628599e-03,2.126857297195488498e-03,2.503458370538344004e-03
6.480000000000000000e+02,3.002046580832192779e-01,4.474953419075871491e-02,3.604015272410659304e-02,4.606647337015534749e-02,4.978899029734675831e-03,2.418399118338091392e-03,2.121527397459412826e-03,2.470307208620444415e-03
6.500000000000000000e+02,2.856668887383580491e-01,4.096639499771793230e-02,3.515038973132811329e-02,4.215153730692001999e-02,4.872153464049955307e-03,2.341938505465409551e-03,2.094795915346176016e-03,2.370923196048841698e-03
6.520000000000000000e+02,2.711243720710806993e-01,3.750272496133870426e-02,3.423902064447485738e-02,3.862706286262580779e-02,4.760192832610852555e-03,2.226153919696941680e-03,2.059645360214852877e-03,2.274039852829177338e-03
6.540000000000000000e+02,2.549557772347460505e-01,3.448727922739063673e-02,3.332132460435742460e-02,3.558328422997419915e-02,4.570594387825456517e-03,2.149758569736390755e-03,2.066934613395793666e-03,2.166863616528080533e-03
6.560000000000000000e+02,2.376519124970927488e-01,3.214089279486768980e-02,3.269673643584965206e-02,3.314177518748641360e-02,4.530579304348138561e-03,2.080277586615296003e-03,2.036563653622226570e-03,2.097839524159983426e-03
6.580000000000000000e+02,2.075725566974045977e-01,2.891054483843612244e-02,3.137829011123609985e-02,2.991713937923809116e-02,4.400949221964559933e-03,1.964140785343297408e-03,2.010812695951267812e-03,1.989036128291756574e-03
6.600000000000000000e+02,2.143557223687349578e-01,2.975225611438257062e-02,3.190588019192324570e-02,3.079939762264764097e-02,4.476711648195537581e-03,2.016857679787617628e-03,2.065919700052792039e-03,2.037771935431751443e-03
6.620000000000000000e+02,1.872892280627991846e-01,2.712822148499541633e-02,3.060773602673505164e-02,2.818342890550103175e-02,4.198673357815638219e-03,1.949672360640364961e-03,2.022833659004491091e-03,2.001379056725609198e-03
6.640000000000000000e+02,1.762256810594478862e-01,2.586116796907011323e-02,2.986880359812568025e-02,2.704900768590107196e-02,3.965913367686941388e-03,1.929918766589492490e-03,2.033174006113024589e-03,1.958718965357146135e-03
6.660000000000000000e+02,1.684904847710459730e-01,2.474101534325068644e-02,2.906902571573257918e-02,2.596436933366013528e-02,3.863080563872244542e-03,1.916447369531026597e-03,2.023010959480368420e-03,1.917056004288060023e-03
6.680000000000000000e+02,1.614864807674981639e-01,2.368578030543662047e-02,2.799173732770061235e-02,2.478772814651414996e-02,3.854814741543552935e-03,1.889142069236417068e-03,2.009240073906620218e-03,1.935469900563822508e-03
6.700000000000000000e+02,1.539878947274969379e-01,2.282157583251665303e-02,2.675173916756254724e-02,2.363842361778407605e-02,3.862709797624555574e-03,1.905060572784827468e-03,2.003686591498276756e-03,1.919671070561053492e-03
6.720000000000000000e+02,1.424162506210758794e-01,2.186011224538696174e-02,2.508305524696622865e-02,2.232864802559049802e-02,3.883201344864880330e-03,1.885751423335914247e-03,1.987935805299359017e-03,1.893927925449870927e-03
6.740000000000000000e+02,1.269022224395529863e-01,2.074450791443988376e-02,2.325646489299321856e-02,2.108516249266064249e-02,3.708722604478302282e-03,1.892608408006575841e-03,1.947935541354057099e-03,1.896254916735421077e-03
6.760000000000000000e+02,1.090735345012759511e-01,1.937064863720252758e-02,2.119119724652115608e-02,1.974581381486455525e-02,3.451069717397956330e-03,1.872212810423953908e-03,1.920063718436968618e-03,1.870523641081761699e-03
6.780000000000000000e+02,7.890503664424042274e-02,1.647425268264480699e-02,1.743296664348766012e-02,1.697908832997975515e-02,2.985787864894824759e-03,1.840433110788448337e-03,1.883326620920140011e-03,1.859512861443617625e-03
6.800000000000000000e+02,8.885002712030810879e-02,1.776875999401342915e-02,1.901983256362886968e-02,1.825458812084999882e-02,3.413169911752229457e-03,1.864704648146197101e-03,1.922478081809028336e-03,1.880982332988814483e-03
6.820000000000000000e+02,6.282561241259652929e-02,1.443886488931167902e-02,1.478539083771607601e-02,1.497638467591288179e-02,3.032720166011916921e-03,1.983452292870750353e-03,2.019067945973819500e-03,1.973102732429296048e-03
6.840000000000000000e+02,5.111882447442368804e-02,1.250528917840446237e-02,1.239209541321961011e-02,1.296196699233804865e-02,3.091478857860072843e-03,1.958941728877105874e-03,1.940783310877028942e-03,1.931275668258249610e-03
6.860000000000000000e+02,4.021524211929238674e-02,1.065549968877281019e-02,1.019493740094774142e-02,1.100314294509031551e-02,2.930144849830959922e-03,1.875706590396863981e-03,1.877641608435685503e-03,1.887087503136380831e-03
6.880000000000000000e+02,3.124506455691160312e-02,8.796921527583708572e-03,8.045075922640844424e-03,8.921744971327289983e-03,2.493377348465363515e-03,1.800937135462604092e-03,1.802232847487700426e-03,1.795489520586587883e-03
6.900000000000000000e+02,2.377237365216221601e-02,7.017875223488260691e-03,6.213109035885684694e-03,7.047497466773844192e-03,2.286456627202670087e-03,1.707991811118229290e-03,1.665765846954418532e-03,1.710304953843719885e-03
6.920000000000000000e+02,1.733598237221812416e-02,5.442708686606637959e-03,4.710516547889536353e-03,5.432224859344595737e-03,2.103604493404226568e-03,1.627278471358469631e-03,1.564456103174638631e-03,1.613281302561044624e-03
6.940000000000000000e+02,1.200017539440557945e-02,4.066726886854411631e-03,3.466178212311486415e-03,4.077658134407045887e-03,1.984185747381738817e-03,1.506895677750338773e-03,1.455935619956947973e-03,1.516877005302371849e-03
6.960000000000000000e+02,7.851080849081410948e-03,2.969473761181585462e-03,2.530447503007546110e-03,3.046656381213661349e-03,1.825431193031814680e-03,1.438242144941757981e-03,1.400604914580740306e-03,1.444408215615195076e-03
6.980000000000000000e+02,5.004942589923722790e-03,2.128803334354919911e-03,1.845357477945663025e-03,2.226653984832303694e-03,1.690498200322121869e-03,1.338926660355254034e-03,1.288775237127489552e-03,1.326134230264246552e-03
7.000000000000000000e+02,3.267588491676437935e-03,1.593034165895931874e-03,1.410739847252229793e-03,1.656461697661599846e-03,1.545291413519419513e-03,1.281014560868459773e-03,1.239292853631769348e-03,1.283431302442464327e-03
