# Wavelength, R, G, B, G2, R_err, G_err, B_err, G2_err
6.480000000000000000e+02,2.937145371022201190e-01,5.637536338369960459e-02,1.656479850929451839e-02,6.127496974323819873e-02,2.491226790185650016e-03,1.543716666548229253e-03,5.633498620242087312e-04,1.588846911764931445e-03
6.500000000000000000e+02,2.657990218730404974e-01,5.015404839717964303e-02,1.587936542088404582e-02,5.467437768405092324e-02,2.395574293079383386e-03,1.408167487875710633e-03,5.394434223737493844e-04,1.468885711936572698e-03
6.520000000000000000e+02,2.331934359127504353e-01,4.341550884734168142e-02,1.487511033005633164e-02,4.756454684516764342e-02,2.334417261305814749e-03,1.277699581669742299e-03,5.200023655356154342e-04,1.302063801498228035e-03
6.540000000000000000e+02,1.964479889454121830e-01,3.630528752123807212e-02,1.336507790236748927e-02,3.998123024379991036e-02,2.173329534063372839e-03,1.099714089213134393e-03,4.963202793594655377e-04,1.130859348831842436e-03
6.560000000000000000e+02,1.590643095211698721e-01,2.952703608865454507e-02,1.156202896367423613e-02,3.257777760826479491e-02,1.882040435716902417e-03,9.371824352665086540e-04,4.624341018520092598e-04,9.648080419439620256e-04
6.580000000000000000e+02,1.243142320532927003e-01,2.344562701637864163e-02,9.641077079498069219e-03,2.581421841443965956e-02,1.514977446450107169e-03,7.844306660420439148e-04,4.125210223138898883e-04,8.129533351013231487e-04
6.600000000000000000e+02,9.493023840648347200e-02,1.829024389342609122e-02,7.781052800390163109e-03,2.005693221330136222e-02,1.197764171099629940e-03,6.541621927261309687e-04,3.797841827887339454e-04,6.722384718656090018e-04
6.620000000000000000e+02,7.175977459188416507e-02,1.417807079405063696e-02,6.239389367313297532e-03,1.548545484543650819e-02,1.030522235334062212e-03,5.506669158303722621e-04,3.477151150124959062e-04,5.696344290271178291e-04
6.640000000000000000e+02,5.320222386286237171e-02,1.075086471297859170e-02,4.852776354643108768e-03,1.174537355663799951e-02,8.962766637431437760e-04,4.626719732712437114e-04,3.211416904796848696e-04,4.811422643872265712e-04
6.660000000000000000e+02,3.911021096341533304e-02,8.152955844734360510e-03,3.785068168971764471e-03,8.892288083359879691e-03,7.587987469829531213e-04,3.914460199212403224e-04,2.953344894330302522e-04,4.064252785368588057e-04
6.680000000000000000e+02,2.795675870615020944e-02,6.078457204681159826e-03,2.867399360321894793e-03,6.602688164910013383e-03,6.295232603823464317e-04,3.342727451333996308e-04,2.756590668036395359e-04,3.522205979107212448e-04
6.700000000000000000e+02,1.986941027812275107e-02,4.579835506770260287e-03,2.190993494709461784e-03,4.951568236831563850e-03,5.287769577837784021e-04,2.919731169396440622e-04,2.571861768175593061e-04,3.131567536499222358e-04
6.720000000000000000e+02,1.375263207268157158e-02,3.407228794085426747e-03,1.657374239359023357e-03,3.676724800688672187e-03,4.506712805395405273e-04,2.627207740273682741e-04,2.429976640670655015e-04,2.779295742365775609e-04
6.740000000000000000e+02,9.592787851546533129e-03,2.587264130602400132e-03,1.267351374904461536e-03,2.773434327360177563e-03,3.824926175565188991e-04,2.434508936936359764e-04,2.319705447633864631e-04,2.562209505041229294e-04
6.760000000000000000e+02,6.855981502250385086e-03,1.990361439996386934e-03,9.842755185116805906e-04,2.125638105958847172e-03,3.244613117909739080e-04,2.232479712263797146e-04,2.241117981760986299e-04,2.403305388577692487e-04
6.780000000000000000e+02,5.182976317793095387e-03,1.651374434392438627e-03,8.522573494246607918e-04,1.750272376261657230e-03,2.905305949015900648e-04,2.145266591315971071e-04,2.207705391251337391e-04,2.327274161681336829e-04
6.800000000000000000e+02,3.958500632137669679e-03,1.332414883677161474e-03,6.890814758196644020e-04,1.411909782822925227e-03,2.648920826090974301e-04,2.065719415722561559e-04,2.199088171562156276e-04,2.212774602281190450e-04
6.820000000000000000e+02,3.171883891355854919e-03,1.143707484059404205e-03,6.042685119553930454e-04,1.205069632007627674e-03,2.518534236302887963e-04,1.990850848385600008e-04,2.171114373569502456e-04,2.149384164253590065e-04
6.840000000000000000e+02,2.589400297695736066e-03,1.003753426318215779e-03,5.385774246051907872e-04,1.053846729993619582e-03,2.326240857438825760e-04,1.884429017825976879e-04,2.122761281745027889e-04,2.064512967922229789e-04
6.860000000000000000e+02,2.185542234193163080e-03,9.261613536598277668e-04,5.314661153489460763e-04,9.717564166562261746e-04,2.233698862014883409e-04,1.883895453338185364e-04,2.078350684778258045e-04,2.069554894722747910e-04
6.880000000000000000e+02,1.734187436238463203e-03,7.757260651326309707e-04,4.372137835163668481e-04,8.060270557963487284e-04,2.170313833344929353e-04,1.855532952058839928e-04,2.143195174261384268e-04,2.032550419032268512e-04
6.900000000000000000e+02,1.422526889467120529e-03,6.870758261921564546e-04,4.151650364676007492e-04,7.187599210933655553e-04,2.051262337744348154e-04,1.834060437540363628e-04,2.091131901755749695e-04,1.984262836988756173e-04
6.920000000000000000e+02,1.158176288343414377e-03,6.027725600904207739e-04,3.737312429874727841e-04,6.182442217559705726e-04,1.999553361655605904e-04,1.835824530031508652e-04,2.149157763797319455e-04,1.995440001915231066e-04
6.940000000000000000e+02,9.962253480669644619e-04,5.681037549249961377e-04,3.865407920746833986e-04,5.871934847939834544e-04,1.943693327693272392e-04,1.811545023344396366e-04,2.147469717601013220e-04,1.993004012998124104e-04
6.960000000000000000e+02,8.253600810698108296e-04,4.904796899078080110e-04,3.446676990718541139e-04,5.056033004192585657e-04,1.930949769358120778e-04,1.802630318614527717e-04,2.219795186291198172e-04,1.995884561232781726e-04
6.980000000000000000e+02,7.294350510208797529e-04,4.510413270050361747e-04,3.274883494452538401e-04,4.679882422394449938e-04,1.923731535657083227e-04,1.811909764320679774e-04,2.226077681798854704e-04,2.009992568796934516e-04
7.000000000000000000e+02,7.154796241728578069e-04,4.818997034054993628e-04,3.776116802840595804e-04,4.968465676183172640e-04,1.869836908223270996e-04,1.844885205286887688e-04,2.254375427222208325e-04,1.997814629109630376e-04
